gas,EB_region,mean,CI2.5,CI97.5,cv,EXIOBASE,UNFCCC,OECD,EDGAR
N2O,MX,393.193989417734,-0.244368869232963,0.541676714149518,0.21967195235119,-0.705659607288601,,,-0.0628824284672668
N2O,NL,35.890695157336,-0.461484147047029,0.573185534996695,0.269257166718203,-0.248817282121192,-0.176450430241547,-0.219992817712869,0.175387822261913
N2O,NO,16.840203458784,-0.394483129953011,0.724678784668335,0.305282635271431,-0.425984025586667,,-0.484507415765697,-0.293365906633275
N2O,PL,100.904870507551,-0.412072338148768,0.512053725974453,0.235289985110761,-0.338274462600104,-0.32431705743859,-0.296842663360931,-0.120708639143539
N2O,PT,14.8395160170046,-0.529766554650614,0.673529667391117,0.311136116655833,-0.378129269868641,-0.267762362733289,-0.29990978222637,-0.145649552442928
N2O,RO,56.4146544448763,-0.733324932132764,1.04462081409745,0.486092175005817,-0.563447895909164,-0.556813212524947,-0.377732606085505,-0.358040738019566
N2O,RU,285.411990211196,-0.407728399093444,0.905933435107698,0.343471959509713,-0.456034155638868,,,-0.120958610844803
N2O,SE,25.310133815795,-0.395925828948406,0.456852540907148,0.231707941880152,-0.355728759999082,-0.372307095731194,-0.388821880098222,0.203444931616391
N2O,SI,4.73455029831731,-0.640517267656005,1.0057945691673,0.42975807364351,-0.540839893128855,-0.466453443400959,-0.508084220622233,-0.422083598873317
N2O,SK,11.2883143549137,-0.542467090324209,0.738200341459775,0.331705717449205,-0.525823464299239,-0.388288619212127,-0.462984480285909,0.0149159228281097
N2O,TR,147.270750116005,-0.591761517089275,0.884034812355224,0.395078502315983,-0.377906428474147,-0.201909765089896,-0.272998881884801,-0.0163301517398611
N2O,TW,29.1329033160182,-0.439542180566159,0.584248746743894,0.261811487510541,-0.64822601924802,,,-0.384182315434497
N2O,US,1081.60977757384,-0.501751929694735,1.16781647090879,0.432096843979497,-0.361329046002446,,,-0.08778415892068
N2O,WA,931.837338463732,-0.290133114777878,0.370929313090381,0.169203380143568,-0.111657716732165,,,
N2O,WE,375.932690976028,-0.26011749081498,0.41770621222885,0.178430633917401,-0.666070968489907,,,
N2O,WF,1300.3048987806,-0.274115991532946,0.318367624600984,0.153235629289276,-0.0413358791395695,,,-0.999989980946301
N2O,WL,816.568896067154,-0.351997186619509,0.544070968693254,0.234616780925677,-0.430194732220169,,,
N2O,WM,430.629081672774,-0.263435306956197,0.34070549140959,0.151589316553494,-0.597415529097654,,,
N2O,ZA,98.4261075584462,-0.68715791279221,1.03730268008104,0.46076077474115,-0.453604119885988,,,-0.318868336927778
