"COUNTRY","Country","POLLUTANT","Pollutant","ACTIVITY","Activity ","MEASURE","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","CO2","Carbon dioxide","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,45458512,,
"AUT","Austria","CH4","Methane","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,244750,,
"AUT","Austria","N2O","Nitrous oxide","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,10891,,
"BEL","Belgium","CO2","Carbon dioxide","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,71719828,,
"BEL","Belgium","CH4","Methane","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,293103,,
"BEL","Belgium","N2O","Nitrous oxide","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19595,,
"CZE","Czech Republic","CO2","Carbon dioxide","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,83538884,,
"CZE","Czech Republic","CH4","Methane","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,499556,,
"CZE","Czech Republic","N2O","Nitrous oxide","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19882,,
"CHE","Switzerland","CO2","Carbon dioxide","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,26669912,,
"CHE","Switzerland","CH4","Methane","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,192702,,
"CHE","Switzerland","N2O","Nitrous oxide","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9822,,
"AUT","Austria","CO2","Carbon dioxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,901513,,
"AUT","Austria","CH4","Methane","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,178324,,
"AUT","Austria","N2O","Nitrous oxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8732,,
"BEL","Belgium","CO2","Carbon dioxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2377407,,
"BEL","Belgium","CH4","Methane","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,217420,,
"BEL","Belgium","N2O","Nitrous oxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,13598,,
"CZE","Czech Republic","CO2","Carbon dioxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1721057,,
"CZE","Czech Republic","CH4","Methane","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,143180,,
"CZE","Czech Republic","N2O","Nitrous oxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,15725,,
"CHE","Switzerland","CO2","Carbon dioxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,956743,,
"CHE","Switzerland","CH4","Methane","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,161398,,
"CHE","Switzerland","N2O","Nitrous oxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6597,,
"AUT","Austria","CO2","Carbon dioxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,796978,,
"AUT","Austria","CH4","Methane","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,178035,,
"AUT","Austria","N2O","Nitrous oxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8723,,
"BEL","Belgium","CO2","Carbon dioxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2176420,,
"BEL","Belgium","CH4","Methane","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,217280,,
"BEL","Belgium","N2O","Nitrous oxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,13595,,
"CZE","Czech Republic","CO2","Carbon dioxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1669267,,
"CZE","Czech Republic","CH4","Methane","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,143174,,
"CZE","Czech Republic","N2O","Nitrous oxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,15721,,
"CHE","Switzerland","CO2","Carbon dioxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,872656,,
"CHE","Switzerland","CH4","Methane","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,161371,,
"CHE","Switzerland","N2O","Nitrous oxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6593,,
"AUT","Austria","CO2","Carbon dioxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,103070,,
"AUT","Austria","CH4","Methane","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,285,,
"AUT","Austria","N2O","Nitrous oxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9,,
"BEL","Belgium","CO2","Carbon dioxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,50599,,
"BEL","Belgium","CH4","Methane","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,126,,
"BEL","Belgium","N2O","Nitrous oxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,43440,,
"CZE","Czech Republic","CH4","Methane","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"CZE","Czech Republic","N2O","Nitrous oxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CHE","Switzerland","CO2","Carbon dioxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,74582,,
"CHE","Switzerland","CH4","Methane","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,25,,
"CHE","Switzerland","N2O","Nitrous oxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"AUT","Austria","CO2","Carbon dioxide","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1464,,
"AUT","Austria","CH4","Methane","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"AUT","Austria","N2O","Nitrous oxide","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,150387,,
"BEL","Belgium","CH4","Methane","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,13,,
"BEL","Belgium","N2O","Nitrous oxide","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8349,,
"CZE","Czech Republic","CH4","Methane","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","N2O","Nitrous oxide","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","CO2","Carbon dioxide","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9505,,
"CHE","Switzerland","CH4","Methane","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","N2O","Nitrous oxide","A03","Fishing and aquaculture","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","CO2","Carbon dioxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,687242,,
"AUT","Austria","CH4","Methane","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4737,,
"AUT","Austria","N2O","Nitrous oxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"BEL","Belgium","CO2","Carbon dioxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,381443,,
"BEL","Belgium","CH4","Methane","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1802,,
"BEL","Belgium","N2O","Nitrous oxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,17,,
"CZE","Czech Republic","CO2","Carbon dioxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4056790,,
"CZE","Czech Republic","CH4","Methane","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,141922,,
"CZE","Czech Republic","N2O","Nitrous oxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,50,,
"CHE","Switzerland","CO2","Carbon dioxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,73000,,
"CHE","Switzerland","CH4","Methane","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","N2O","Nitrous oxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","CO2","Carbon dioxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,26532260,,
"AUT","Austria","CH4","Methane","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3260,,
"AUT","Austria","N2O","Nitrous oxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,495,,
"BEL","Belgium","CO2","Carbon dioxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,33335492,,
"BEL","Belgium","CH4","Methane","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3943,,
"BEL","Belgium","N2O","Nitrous oxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4155,,
"CZE","Czech Republic","CO2","Carbon dioxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,18165035,,
"CZE","Czech Republic","CH4","Methane","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4255,,
"CZE","Czech Republic","N2O","Nitrous oxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1932,,
"CHE","Switzerland","CO2","Carbon dioxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7469435,,
"CHE","Switzerland","CH4","Methane","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,447,,
"CHE","Switzerland","N2O","Nitrous oxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1835,,
"AUT","Austria","CO2","Carbon dioxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1076179,,
"AUT","Austria","CH4","Methane","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,87,,
"AUT","Austria","N2O","Nitrous oxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9,,
"BEL","Belgium","CO2","Carbon dioxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2358140,,
"BEL","Belgium","CH4","Methane","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,244,,
"BEL","Belgium","N2O","Nitrous oxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,22,,
"CZE","Czech Republic","CO2","Carbon dioxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1173522,,
"CZE","Czech Republic","CH4","Methane","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,115,,
"CZE","Czech Republic","N2O","Nitrous oxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,623,,
"CHE","Switzerland","CO2","Carbon dioxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1060355,,
"CHE","Switzerland","CH4","Methane","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,104,,
"CHE","Switzerland","N2O","Nitrous oxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9,,
"AUT","Austria","CO2","Carbon dioxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,71075,,
"AUT","Austria","CH4","Methane","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","N2O","Nitrous oxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,253383,,
"BEL","Belgium","CH4","Methane","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,30,,
"BEL","Belgium","N2O","Nitrous oxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,104256,,
"CZE","Czech Republic","CH4","Methane","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9,,
"CZE","Czech Republic","N2O","Nitrous oxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,71012,,
"CHE","Switzerland","CH4","Methane","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","N2O","Nitrous oxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","CO2","Carbon dioxide","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,359287,,
"AUT","Austria","CH4","Methane","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,273,,
"AUT","Austria","N2O","Nitrous oxide","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,108,,
"BEL","Belgium","CO2","Carbon dioxide","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,58952,,
"BEL","Belgium","CH4","Methane","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"BEL","Belgium","N2O","Nitrous oxide","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CZE","Czech Republic","CO2","Carbon dioxide","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,126982,,
"CZE","Czech Republic","CH4","Methane","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,159,,
"CZE","Czech Republic","N2O","Nitrous oxide","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,25,,
"CHE","Switzerland","CO2","Carbon dioxide","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,84673,,
"CHE","Switzerland","CH4","Methane","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9,,
"CHE","Switzerland","N2O","Nitrous oxide","C16","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,13,,
"AUT","Austria","CO2","Carbon dioxide","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1841327,,
"AUT","Austria","CH4","Methane","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,229,,
"AUT","Austria","N2O","Nitrous oxide","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,89,,
"BEL","Belgium","CO2","Carbon dioxide","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,406183,,
"BEL","Belgium","CH4","Methane","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,127,,
"BEL","Belgium","N2O","Nitrous oxide","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,31,,
"CZE","Czech Republic","CO2","Carbon dioxide","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,455571,,
"CZE","Czech Republic","CH4","Methane","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,87,,
"CZE","Czech Republic","N2O","Nitrous oxide","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,15,,
"CHE","Switzerland","CO2","Carbon dioxide","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,218980,,
"CHE","Switzerland","CH4","Methane","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,63,,
"CHE","Switzerland","N2O","Nitrous oxide","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"AUT","Austria","CO2","Carbon dioxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7380,,
"AUT","Austria","CH4","Methane","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","N2O","Nitrous oxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,244448,,
"BEL","Belgium","CH4","Methane","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,35,,
"BEL","Belgium","N2O","Nitrous oxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"CZE","Czech Republic","CO2","Carbon dioxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19098,,
"CZE","Czech Republic","CH4","Methane","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CZE","Czech Republic","N2O","Nitrous oxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","CO2","Carbon dioxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,78469,,
"CHE","Switzerland","CH4","Methane","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","N2O","Nitrous oxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2804778,,
"AUT","Austria","CH4","Methane","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,366,,
"AUT","Austria","N2O","Nitrous oxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,16,,
"BEL","Belgium","CO2","Carbon dioxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6080810,,
"BEL","Belgium","CH4","Methane","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,400,,
"BEL","Belgium","N2O","Nitrous oxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,239,,
"CZE","Czech Republic","CO2","Carbon dioxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,567252,,
"CZE","Czech Republic","CH4","Methane","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1672,,
"CZE","Czech Republic","N2O","Nitrous oxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1408253,,
"CHE","Switzerland","CH4","Methane","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,184,,
"CHE","Switzerland","N2O","Nitrous oxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1748,,
"AUT","Austria","CO2","Carbon dioxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2109850,,
"AUT","Austria","CH4","Methane","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1963,,
"AUT","Austria","N2O","Nitrous oxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,181,,
"BEL","Belgium","CO2","Carbon dioxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9901298,,
"BEL","Belgium","CH4","Methane","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1405,,
"BEL","Belgium","N2O","Nitrous oxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3355,,
"CZE","Czech Republic","CO2","Carbon dioxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4416172,,
"CZE","Czech Republic","CH4","Methane","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1530,,
"CZE","Czech Republic","N2O","Nitrous oxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1222,,
"CHE","Switzerland","CO2","Carbon dioxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","CH4","Methane","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","N2O","Nitrous oxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","CO2","Carbon dioxide","C21","Manufacture of basic pharmaceutical products and pharmaceutical preparations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3918,,
