"COUNTRY","Country","POLLUTANT","Pollutant","ACTIVITY","Activity ","MEASURE","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","CO2","Carbon dioxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9856,,
"LUX","Luxembourg","N2O","Nitrous oxide","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","N2O","Nitrous oxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,72,,
"LUX","Luxembourg","CH4","Methane","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CO2","Carbon dioxide","Q87-Q88","Residential care activities and social work activities without accommodation","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,897681,,
"ITA","Italy","N2O","Nitrous oxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,27,,
"NOR","Norway","CO2","Carbon dioxide","C29","Manufacture of motor vehicles, trailers and semi-trailers","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3304,,
"LUX","Luxembourg","CH4","Methane","S94","Activities of membership organisations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NLD","Netherlands","N2O","Nitrous oxide","NONRESTERR","plus Non-residents on the territory","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,212,,
"NLD","Netherlands","CO2","Carbon dioxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,73078,,
"LUX","Luxembourg","N2O","Nitrous oxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,11,,
"NLD","Netherlands","CH4","Methane","G45","Wholesale and retail trade and repair of motor vehicles and motorcycles","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,46,,
"NOR","Norway","CH4","Methane","S","Other service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NLD","Netherlands","N2O","Nitrous oxide","OTHER","Other adjustments and statistical discrepancy","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,-469,,
"LUX","Luxembourg","CO2","Carbon dioxide","NRA-LAND","-  Land transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,35300,,
"NOR","Norway","CH4","Methane","HH-TOTAL","Households","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,18331,,
"LUX","Luxembourg","N2O","Nitrous oxide","E36","Water collection, treatment and supply","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CO2","Carbon dioxide","J59-J60","Motion picture, video, television programme production; programming and broadcasting activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,22050,,
"ITA","Italy","N2O","Nitrous oxide","T","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","N2O","Nitrous oxide","L68A","Imputed rents of owner-occupied dwellings","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"NOR","Norway","CO2","Carbon dioxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","CO2","Carbon dioxide","E","Water supply; sewerage, waste management and remediation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,14361,,
"NOR","Norway","N2O","Nitrous oxide","E37-E39","Sewerage, waste management, remediation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,236,,
"KOR","Korea","CH4","Methane","IND-TOTAL","Total Industry ISIC rev. 4","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1025288,,
"NLD","Netherlands","N2O","Nitrous oxide","J","Information and communication","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"LUX","Luxembourg","N2O","Nitrous oxide","R93","Sports activities and amusement and recreation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","CO2","Carbon dioxide","G46","Wholesale trade, except of motor vehicles and motorcycles","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,534202,,
"NOR","Norway","CH4","Methane","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NOR","Norway","N2O","Nitrous oxide","E","Water supply; sewerage, waste management and remediation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,236,,
"KOR","Korea","CH4","Methane","C20","Manufacture of chemicals and chemical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,163504,,
"NOR","Norway","N2O","Nitrous oxide","NRT-LAND","-  Land transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","N2O","Nitrous oxide","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,30,,
"LUX","Luxembourg","CH4","Methane","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","N2O","Nitrous oxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,785,,
"NOR","Norway","N2O","Nitrous oxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","CH4","Methane","E37-E39","Sewerage, waste management, remediation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3036,,
"NLD","Netherlands","N2O","Nitrous oxide","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"NOR","Norway","CO2","Carbon dioxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1157767,,
"NOR","Norway","N2O","Nitrous oxide","C27","Manufacture of electrical equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","N2O","Nitrous oxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,18,,
"NLD","Netherlands","CO2","Carbon dioxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,919284,,
"LUX","Luxembourg","CO2","Carbon dioxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9000,,
"NLD","Netherlands","CH4","Methane","R93","Sports activities and amusement and recreation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,58,,
"NLD","Netherlands","CH4","Methane","J58","Publishing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"NOR","Norway","CH4","Methane","C33","Repair and installation of machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NOR","Norway","CO2","Carbon dioxide","S94","Activities of membership organisations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12435,,
"LUX","Luxembourg","CH4","Methane","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NLD","Netherlands","CO2","Carbon dioxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,400762,,
"LUX","Luxembourg","CO2","Carbon dioxide","NRT-LAND","-  Land transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4395200,,
"NLD","Netherlands","N2O","Nitrous oxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NOR","Norway","CO2","Carbon dioxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4959800,,
"LUX","Luxembourg","CH4","Methane","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CH4","Methane","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,44,,
"LUX","Luxembourg","CH4","Methane","N80-N82","Security and investigation, service and landscape, office administrative and support activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NOR","Norway","CO2","Carbon dioxide","H51","Air transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4074875,,
"LUX","Luxembourg","CO2","Carbon dioxide","L68A","Imputed rents of owner-occupied dwellings","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CO2","Carbon dioxide","R93","Sports activities and amusement and recreation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,295213,,
"NLD","Netherlands","CH4","Methane","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,14,,
"ITA","Italy","N2O","Nitrous oxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"LUX","Luxembourg","CO2","Carbon dioxide","J","Information and communication","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,43800,,
"NOR","Norway","N2O","Nitrous oxide","C13-C15","Manufacture of textiles, wearing apparel and leather products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","N2O","Nitrous oxide","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NLD","Netherlands","CH4","Methane","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9,,
"NOR","Norway","CH4","Methane","H","Transportation and storage","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7225,,
"NLD","Netherlands","N2O","Nitrous oxide","HH04","Housing, water, electricity, gas and other fuels","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,352,,
"NLD","Netherlands","N2O","Nitrous oxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"LUX","Luxembourg","CH4","Methane","Q87-Q88","Residential care activities and social work activities without accommodation","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"LUX","Luxembourg","N2O","Nitrous oxide","H51","Air transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,128,,
"NOR","Norway","N2O","Nitrous oxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CO2","Carbon dioxide","G45","Wholesale and retail trade and repair of motor vehicles and motorcycles","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,446419,,
"NOR","Norway","N2O","Nitrous oxide","G46","Wholesale trade, except of motor vehicles and motorcycles","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,16,,
"NOR","Norway","N2O","Nitrous oxide","C31-C32","Manufacture of furniture; other manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","CH4","Methane","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","N2O","Nitrous oxide","S","Other service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CO2","Carbon dioxide","E36","Water collection, treatment and supply","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21066,,
"NOR","Norway","N2O","Nitrous oxide","H","Transportation and storage","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,710,,
"NLD","Netherlands","N2O","Nitrous oxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,38,,
"NLD","Netherlands","N2O","Nitrous oxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,31,,
"NLD","Netherlands","N2O","Nitrous oxide","C28","Manufacture of machinery and equipment n.e.c.","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8,,
"NLD","Netherlands","CH4","Methane","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,26429,,
"KOR","Korea","N2O","Nitrous oxide","HH-TOTAL","Households","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,331,,
"KOR","Korea","CH4","Methane","IND-HH","Total Industries + Total Households","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1039548,,
"LUX","Luxembourg","N2O","Nitrous oxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","CH4","Methane","C23","Manufacture of other non-metallic mineral products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,42,,
"LUX","Luxembourg","N2O","Nitrous oxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NLD","Netherlands","N2O","Nitrous oxide","G46","Wholesale trade, except of motor vehicles and motorcycles","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,73,,
"LUX","Luxembourg","CH4","Methane","C29","Manufacture of motor vehicles, trailers and semi-trailers","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CH4","Methane","H52","Warehousing and support activities for transportation","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,57,,
"NOR","Norway","CH4","Methane","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NOR","Norway","N2O","Nitrous oxide","H50","Water transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,474,,
"NLD","Netherlands","CH4","Methane","E","Water supply; sewerage, waste management and remediation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,124002,,
"NOR","Norway","CH4","Methane","J59-J60","Motion picture, video, television programme production; programming and broadcasting activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","CO2","Carbon dioxide","E37-E39","Sewerage, waste management, remediation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,13900,,
"NOR","Norway","CO2","Carbon dioxide","N78","Employment activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8739,,
"NLD","Netherlands","N2O","Nitrous oxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"NOR","Norway","CH4","Methane","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,106414,,
"NLD","Netherlands","N2O","Nitrous oxide","H51","Air transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,419,,
"KOR","Korea","N2O","Nitrous oxide","C24","Manufacture of basic metals","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1983,,
"NOR","Norway","CO2","Carbon dioxide","C28","Manufacture of machinery and equipment n.e.c.","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,30515,,
"NLD","Netherlands","CH4","Methane","H","Transportation and storage","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,920,,
"LUX","Luxembourg","CH4","Methane","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"ITA","Italy","N2O","Nitrous oxide","HH-TOTAL","Households","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6748,,
"LUX","Luxembourg","CO2","Carbon dioxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,65400,,
"NLD","Netherlands","CO2","Carbon dioxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,140548,,
"LUX","Luxembourg","CH4","Methane","H53","Postal and courier activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CH4","Methane","C25","Manufacture of fabricated metal products, except machinery and equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,74,,
"NOR","Norway","CO2","Carbon dioxide","H53","Postal and courier activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,43026,,
"NOR","Norway","CH4","Methane","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6841,,
"NOR","Norway","CO2","Carbon dioxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,467537,,
"NLD","Netherlands","CH4","Methane","F","Construction","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,168,,
"LUX","Luxembourg","CH4","Methane","HH07","Transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,26,,
"LUX","Luxembourg","CO2","Carbon dioxide","HH-NS","HH - Other","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4800,,
"NLD","Netherlands","N2O","Nitrous oxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12,,
"NOR","Norway","N2O","Nitrous oxide","C18","Printing and reproduction of recorded media","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","CH4","Methane","R93","Sports activities and amusement and recreation activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","CH4","Methane","C17","Manufacture of paper and paper products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","N2O","Nitrous oxide","HH-TOTAL","Households","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,27,,
"NOR","Norway","CH4","Methane","E36","Water collection, treatment and supply","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","N2O","Nitrous oxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NOR","Norway","CO2","Carbon dioxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,690,,
"NLD","Netherlands","CO2","Carbon dioxide","A","Agriculture, forestry and fishing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9264036,,
"LUX","Luxembourg","CH4","Methane","H49","Land transport and transport via pipelines","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"KOR","Korea","CO2","Carbon dioxide","D","Electricity, gas, steam and air conditioning supply","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,242760100,,
"NLD","Netherlands","CO2","Carbon dioxide","H","Transportation and storage","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,27779501,,
"LUX","Luxembourg","CH4","Methane","OTHER","Other adjustments and statistical discrepancy","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,45,,
"ITA","Italy","N2O","Nitrous oxide","NONRESTERR","plus Non-residents on the territory","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,146,,
"ITA","Italy","N2O","Nitrous oxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,14,,
"NLD","Netherlands","CO2","Carbon dioxide","S94","Activities of membership organisations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,300745,,
"NLD","Netherlands","CO2","Carbon dioxide","G47","Retail trade, except of motor vehicles and motorcycles","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1285343,,
"NOR","Norway","N2O","Nitrous oxide","G","Wholesale and retail trade; repair of motor vehicles and motorcycles","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,30,,
"NOR","Norway","N2O","Nitrous oxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","N2O","Nitrous oxide","C22","Manufacture of rubber and plastic products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"NLD","Netherlands","N2O","Nitrous oxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5571,,
"NLD","Netherlands","CO2","Carbon dioxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,579874,,
"ITA","Italy","N2O","Nitrous oxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"NLD","Netherlands","N2O","Nitrous oxide","HH-NS","HH - Other","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","CO2","Carbon dioxide","F","Construction","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2190647,,
"ITA","Italy","N2O","Nitrous oxide","H52","Warehousing and support activities for transportation","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,56,,
"LUX","Luxembourg","CO2","Carbon dioxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21400,,
"LUX","Luxembourg","N2O","Nitrous oxide","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","CH4","Methane","H52","Warehousing and support activities for transportation","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,15,,
"NOR","Norway","N2O","Nitrous oxide","S94","Activities of membership organisations","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","N2O","Nitrous oxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"KOR","Korea","N2O","Nitrous oxide","C","Manufacturing","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5670,,
"LUX","Luxembourg","CH4","Methane","S95","Repair of computers and personal and household goods","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","N2O","Nitrous oxide","NRA-FISH","-  National fishing vessels operating abroad","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","CO2","Carbon dioxide","NATRESABROAD","less National residents abroad","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19766075,,
"NLD","Netherlands","CO2","Carbon dioxide","C30","Manufacture of other transport equipment","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,83778,,
"NOR","Norway","CH4","Methane","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","N2O","Nitrous oxide","F","Construction","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,74,,
"LUX","Luxembourg","CO2","Carbon dioxide","C26","Manufacture of computer, electronic and optical products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,800,,
"NLD","Netherlands","N2O","Nitrous oxide","A02","Forestry and logging","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"LUX","Luxembourg","CH4","Methane","E36","Water collection, treatment and supply","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NLD","Netherlands","CH4","Methane","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19,,
"LUX","Luxembourg","N2O","Nitrous oxide","H","Transportation and storage","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,137,,
"NLD","Netherlands","N2O","Nitrous oxide","A01","Crop and animal production, hunting and related service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19525,,
"NLD","Netherlands","N2O","Nitrous oxide","E36","Water collection, treatment and supply","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","N2O","Nitrous oxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"NLD","Netherlands","N2O","Nitrous oxide","H53","Postal and courier activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"NOR","Norway","N2O","Nitrous oxide","S96","Other personal service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"NOR","Norway","CH4","Methane","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,269,,
"NLD","Netherlands","CH4","Methane","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,321,,
"LUX","Luxembourg","CH4","Methane","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12,,
"NLD","Netherlands","CO2","Carbon dioxide","H50","Water transport","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8463072,,
"ITA","Italy","N2O","Nitrous oxide","NRA-FISH","-  National fishing vessels operating abroad","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"LUX","Luxembourg","CO2","Carbon dioxide","Q","Human health and social work activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,51700,,
"NLD","Netherlands","CO2","Carbon dioxide","C10-C12","Manufacture of food products, beverages and tobacco products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3757103,,
"NOR","Norway","CH4","Methane","P","Education","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"LUX","Luxembourg","N2O","Nitrous oxide","H52","Warehousing and support activities for transportation","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"NOR","Norway","CO2","Carbon dioxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,11996,,
"KOR","Korea","CO2","Carbon dioxide","B","Mining and quarrying","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,458400,,
"NLD","Netherlands","N2O","Nitrous oxide","NATRESABROAD","less National residents abroad","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,827,,
"NOR","Norway","CH4","Methane","N77","Rental and leasing activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,8,,
"NLD","Netherlands","CO2","Carbon dioxide","C19","Manufacture of coke and refined petroleum products","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,11067829,,
"NOR","Norway","N2O","Nitrous oxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
