"","country","emi","rel.unc.min","rel.unc.max","sector","L1"
"1384","SLE",432.413439985,1.89636466972411,1.89636466972411,"1.A","CH4"
"1385","SLV",111.59231016,1.69969026919684,1.69969026919684,"1.A","CH4"
"1386","SOM",954.969559596,1.90573936102555,1.90573936102555,"1.A","CH4"
"1387","SPM",0.148596737,0.373237629763936,0.373237629763936,"1.A","CH4"
"1388","STP",7.982402642,1.8105218150862,1.8105218150862,"1.A","CH4"
"1389","SUR",15.455079975,1.51784934577099,1.51784934577099,"1.A","CH4"
"1390","SVK",77.255641913,0.347130236476971,0.347130236476971,"1.A","CH4"
"1391","SVN",163.362724706,0.468536525099217,0.468536525099217,"1.A","CH4"
"1392","SWE",752.087988405,0.453687485118764,0.453687485118764,"1.A","CH4"
"1393","SWZ",64.673790262,1.75586322959881,1.75586322959881,"1.A","CH4"
"1394","SYC",1.711767847,1.53118693470753,1.53118693470753,"1.A","CH4"
"1395","SYR",33.272474943,1.79963800940714,1.79963800940714,"1.A","CH4"
"1396","TCA",0.262068301,1.6741421914034,1.6741421914034,"1.A","CH4"
"1397","TCD",641.02851377,1.90784333422364,1.90784333422364,"1.A","CH4"
"1398","TGO",423.825521755,1.87360571186344,1.87360571186344,"1.A","CH4"
"1399","THA",2872.688315875,1.45671255909274,1.45671255909274,"1.A","CH4"
"1400","TJK",153.655391697,0.508375117610184,0.508375117610184,"1.A","CH4"
"1401","TKM",129.2775575,0.500693193047499,0.500693193047499,"1.A","CH4"
"1402","TLS",7.740734498,1.73456420258818,1.73456420258818,"1.A","CH4"
"1403","TON",0.205694527,1.42661633847534,1.42661633847534,"1.A","CH4"
"1404","TTO",34.007982273,1.54752065877788,1.54752065877788,"1.A","CH4"
"1405","TUN",303.352021756,1.6948399763674,1.6948399763674,"1.A","CH4"
"1406","TUR",2838.589854935,0.382969198099314,0.382969198099314,"1.A","CH4"
"1407","TWN",414.73781151,1.70230724855077,1.70230724855077,"1.A","CH4"
"1408","TZA",5080.27616775,1.89334037722377,1.89334037722377,"1.A","CH4"
"1409","UGA",5653.757865842,1.90645407974517,1.90645407974517,"1.A","CH4"
"1410","UKR",739.161635231,0.351935679357378,0.351935679357378,"1.A","CH4"
"1411","URY",180.791840333,1.70383470936661,1.70383470936661,"1.A","CH4"
"1412","USA",13357.2582453388,0.359475742702895,0.359477723498082,"1.A","CH4"
"1413","UZB",182.075790552,0.503916601635818,0.503916601635818,"1.A","CH4"
"1414","VCT",0.778759108,1.37507602062151,1.37507602062151,"1.A","CH4"
"1415","VEN",451.68779875,1.50690790982005,1.50690790982005,"1.A","CH4"
"1416","VGB",0.272823616,1.78069616042841,1.78069616042841,"1.A","CH4"
"1417","VNM",4486.880774225,1.62883110776301,1.62883110776301,"1.A","CH4"
"1418","VUT",6.393615692,1.88334447460097,1.88334447460097,"1.A","CH4"
"1419","WSM",5.017932062,1.85366918747812,1.85366918747812,"1.A","CH4"
"1420","YEM",33.425707759,1.38783623084918,1.38783623084918,"1.A","CH4"
"1421","ZAF",4458.564045367,1.41647420831181,1.41647420831181,"1.A","CH4"
"1422","ZMB",1448.55332585,1.89200979790068,1.89200979790068,"1.A","CH4"
"1423","ZWE",2310.152444911,1.89001714882845,1.89001714882845,"1.A","CH4"
"1424","ABW",0.148996,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1425","AFG",215.558095,1.8809379266955,1.8809379266955,"1.B.1","CH4"
"1426","AGO",2831,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1427","ALB",20.1495,0.509901951359279,1.09865830784944,"1.B.1","CH4"
"1428","ARG",878.8995,0.492476686683871,0.492476686683871,"1.B.1","CH4"
"1429","AUS",92485.2565,0.413825791195209,0.759496279011662,"1.B.1","CH4"
"1430","AUT",44.93925,0.482786577238264,1.80944760276662,"1.B.1","CH4"
"1431","AZE",14.3375,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1432","BDI",100.5525,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1433","BEL",43.02025,0.502918258826338,1.80461443161746,"1.B.1","CH4"
"1434","BEN",1215.2,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1435","BFA",1038.175,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1436","BGD",499.9555,1.21367612731748,1.21367612731748,"1.B.1","CH4"
"1437","BGR",677.9163475,0.655846221537836,1.20130998161806,"1.B.1","CH4"
"1438","BHS",0.876355,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1439","BIH",1606.64025,0.441635348104673,0.798745332745796,"1.B.1","CH4"
"1440","BLR",7.13,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1441","BLZ",0.59358,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1442","BOL",56.4975,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1443","BRA",11776.810065,0.458491830043517,0.458491830043517,"1.B.1","CH4"
"1444","BRB",0.23551,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1445","BTN",82.849722525,1.23232227672056,1.23232227672056,"1.B.1","CH4"
"1446","BWA",651.9,0.54230987451825,0.54230987451825,"1.B.1","CH4"
"1447","CAF",334.0425,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1448","CAN",2085.182,0.274255390262135,0.318253849931411,"1.B.1","CH4"
"1449","CHL",1221.270125,0.523140526550197,0.523140526550197,"1.B.1","CH4"
"1450","CHN",498099.4225,0.484671983270239,0.48514223238121,"1.B.1","CH4"
"1451","CIV",3695.05,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1452","CMR",318.06,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1453","COD",9395.25,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1454","COG",503.6725,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1455","COK",0.00361145,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1456","COL",5269.07475,0.41222432612831,0.41222432612831,"1.B.1","CH4"
"1457","COM",70.26575,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1458","CRI",4.805,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1459","CUB",121.83,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1460","CYP",2.4025,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1461","CZE",1166.7325,0.40386910047445,0.754420140847598,"1.B.1","CH4"
"1462","DEU",5434.9745,0.371380032545299,0.492539986812355,"1.B.1","CH4"
"1463","DJI",82.9265,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1464","DMA",0.191452,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1465","DOM",248.2325,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1466","EGY",8.848125,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1467","ERI",348.5175,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1468","ESP",221.11965,0.345416337471031,0.686035686446705,"1.B.1","CH4"
"1469","EST",0.2565,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1470","ETH",14925.875,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1471","FIN",28.8755,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1472","FJI",4.565434095,1.79311960619331,1.79311960619331,"1.B.1","CH4"
"1473","FLK",0.07770225,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1474","FRA",101.241,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1475","GBR",583.27608,0.490044917692878,0.814499483827322,"1.B.1","CH4"
"1476","GEO",11.31435,0.674454594468746,3.15986529248396,"1.B.1","CH4"
"1477","GHA",2749.85,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1478","GIN",609.725,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1479","GLP",1.68061,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1480","GMB",103.158,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1481","GNB",112.52075,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1482","GNQ",15.986075,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1483","GRC",964.1875,0.508919230143657,0.508931274646029,"1.B.1","CH4"
"1484","GTM",174.22,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1485","GUF",6.294675,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1486","GUY",18.7423,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1487","HND",2.4025,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1488","HRV",19.065,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1489","HTI",2998.075,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1490","HUN",121.02809425,0.507277315360301,0.871271476126495,"1.B.1","CH4"
"1491","IDN",95177.0925,0.501752116172225,0.501752116172225,"1.B.1","CH4"
"1492","IND",66937.92,0.444365081014698,0.444365081014698,"1.B.1","CH4"
"1493","IRN",441.67875,0.423486601022345,0.423486601022345,"1.B.1","CH4"
"1494","IRQ",62.0775,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1495","ITA",110.98175,0.428930946158177,1.2627449115871,"1.B.1","CH4"
"1496","JAM",455.9325,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1497","JPN",1275.015,0.488958517399639,0.489957581813568,"1.B.1","CH4"
"1498","KAZ",15711.73325,0.358706104648914,0.374111154527703,"1.B.1","CH4"
"1499","KEN",8636.125,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1500","KGZ",255.39315,0.344864910329311,0.344864910329311,"1.B.1","CH4"
"1501","KHM",2037.3975,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1502","KIR",0.002718425,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1503","KOR",1242.75,0.506216107206356,1.19322361859566,"1.B.1","CH4"
"1504","LAO",124.5824828,0.694593309735625,0.694593309735625,"1.B.1","CH4"
"1505","LBN",23.87,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1506","LBR",422.9175,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1507","LCA",0.2755625,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1508","LKA",74.0125,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1509","LSO",167.93175,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1510","LTU",2.4025,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1511","LVA",25.575,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1512","MAC",1.00820741,1.18669912225828,1.18669912225828,"1.B.1","CH4"
"1513","MAR",45.3375,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1514","MDA",2.4025,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1515","MDG",2059.3425,1.82405160816984,1.82405160816984,"1.B.1","CH4"
"1516","MDV",1.5186315,1.79771564936661,1.79771564936661,"1.B.1","CH4"
"1517","MEX",1413.819675,0.419463436426539,0.475999100338556,"1.B.1","CH4"
"1518","MKD",118.5515385,0.508837304514965,0.508837304514965,"1.B.1","CH4"
"1519","MLI",237.4855,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1520","MMR",196.037763325,0.723913181421924,0.723913181421924,"1.B.1","CH4"
"1521","MNG",7120.21125,1.16447386230203,1.16447386230203,"1.B.1","CH4"
"1522","MOZ",4666.49,0.913282082209557,0.913282082209557,"1.B.1","CH4"
"1523","MRT",328.1086045,1.88712519442093,1.88712519442093,"1.B.1","CH4"
"1524","MTQ",1.435485,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1525","MUS",2.4025,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1526","MWI",874.95825,1.85945591402361,1.85945591402361,"1.B.1","CH4"
"1527","MYS",1277.06325,1.30639590070509,1.30639590070509,"1.B.1","CH4"
"1528","NAM",365.18,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1529","NCL",412.8754975,1.12049077837319,1.12049077837319,"1.B.1","CH4"
"1530","NER",125.20075,1.80612575934584,1.80612575934584,"1.B.1","CH4"
"1531","NGA",9484.95165,1.88650811339945,1.88650811339945,"1.B.1","CH4"
"1532","NIC",47.74,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1533","NLD",65.24675,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1534","NOR",442.875,0.509901951359279,1.09865830784944,"1.B.1","CH4"
"1535","NPL",32.13975,1.50752375712241,1.50752375712241,"1.B.1","CH4"
"1536","NZL",298.611016225,0.305775759873634,0.383121201628489,"1.B.1","CH4"
"1537","PAK",1474.91125,1.10313254225031,1.10313254225031,"1.B.1","CH4"
"1538","PAN",2.4025,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1539","PER",228.046,1.15997680227852,1.15997680227852,"1.B.1","CH4"
"1540","PHL",6462.375,1.10282505439172,1.10282505439172,"1.B.1","CH4"
"1541","PLW",0.10948575,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1542","PNG",12.28754314,1.7452485427337,1.7452485427337,"1.B.1","CH4"
"1543","POL",11222.4425,0.39838664768304,0.541691687825433,"1.B.1","CH4"
"1544","PRK",10454.2725,1.07850465628876,1.07850465628876,"1.B.1","CH4"
"1545","PRT",14.16,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1546","PRY",962.705,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1547","PYF",0.96917975,1.7958712662514,1.7958712662514,"1.B.1","CH4"
"1548","REU",24.67715,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1549","ROU",743.977175,0.787471680514578,1.81080412789362,"1.B.1","CH4"
"1550","RUS",61313.225,0.304623357748595,0.35159980319309,"1.B.1","CH4"
"1551","RWA",80.442,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1552","SCG",807.29,0.492113981326835,0.496319024235461,"1.B.1","CH4"
"1553","SDN",3829.125,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1554","SEN",1146.3025,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1555","SHN",0.06682275,1.11781183623108,1.11781183623108,"1.B.1","CH4"
"1556","SLB",2.3859652,1.87974387155143,1.87974387155143,"1.B.1","CH4"
"1557","SLE",672.7275,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1558","SLV",90.675,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1559","SOM",1989.525,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1560","STP",15.24875,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1561","SVK",-534.88305275,0.509310710193693,1.12305087862052,"1.B.1","CH4"
"1562","SVN",668.0175,0.509901951359279,0.509901951359279,"1.B.1","CH4"
"1563","SWE",37.4975,0.502493781056044,1.88330871321692,"1.B.1","CH4"
"1564","SWZ",82.3448475,1.72756985324027,1.72756985324027,"1.B.1","CH4"
"1565","SYR",2.4025,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1566","TCA",0.10253475,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1567","TCD",709.685,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1568","TGO",1642.225,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1569","THA",10530.3425,1.8358196977941,1.8358196977941,"1.B.1","CH4"
"1570","TJK",339.819125,0.508057247082965,0.508057247082965,"1.B.1","CH4"
"1571","TLS",0.0212517,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1572","TON",0.467136925,1.84625867024034,1.84625867024034,"1.B.1","CH4"
"1573","TTO",4.805,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1574","TUN",508.4,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1575","TUR",2555.107925,0.320410980573528,0.410982727191538,"1.B.1","CH4"
"1576","TWN",191.016,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1577","TZA",4859.46075,1.85409653169239,1.85409653169239,"1.B.1","CH4"
"1578","UGA",1647.4025,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1579","UKR",13343.75375,0.456233112839068,0.742485868541688,"1.B.1","CH4"
"1580","USA",46781.70325,0.311739298997646,0.439909678182707,"1.B.1","CH4"
"1581","UZB",203.74825,0.370651810495109,0.370651810495109,"1.B.1","CH4"
"1582","VCT",0.2907825,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1583","VEN",378.235,1.07160301647345,1.07160301647345,"1.B.1","CH4"
"1584","VGB",0.05447175,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1585","VNM",15325.6275,1.02691488702265,1.02691488702265,"1.B.1","CH4"
"1586","VUT",0.990502975,1.87522517892154,1.87522517892154,"1.B.1","CH4"
"1587","WSM",0.875889025,1.86391054246844,1.86391054246844,"1.B.1","CH4"
"1588","YEM",188.5575,1.88821047206245,1.88821047206245,"1.B.1","CH4"
"1589","ZAF",34153.4466,0.48479417390358,0.48479417390358,"1.B.1","CH4"
"1590","ZMB",2802.262,1.88589468029275,1.88589468029275,"1.B.1","CH4"
"1591","ZWE",589.754525,0.448498558252384,0.448498558252384,"1.B.1","CH4"
"1592","ABW",0.72178185,1.10506987513007,4.71732109474759,"1.B.2","CH4"
"1593","AFG",2015.000326275,0.787017979808855,1.39077400713258,"1.B.2","CH4"
"1594","AGO",26269.76356325,0.835726566151152,2.12242885002413,"1.B.2","CH4"
"1595","ALB",139.19033875,0.588944501466948,0.731272384912225,"1.B.2","CH4"
"1596","ANT",5.56037975,1.10506998003272,4.71734552234256,"1.B.2","CH4"
"1597","ARE",32442.6411,0.86920848754017,3.00171832060019,"1.B.2","CH4"
"1598","ARG",20729.00795875,0.721653162570683,2.35653330016865,"1.B.2","CH4"
"1599","ARM",390.487939,0.752371685414063,1.09087345886218,"1.B.2","CH4"
"1600","ATG",0.46900665,1.10506991971943,4.71733573959955,"1.B.2","CH4"
"1601","AUS",7747.21235,0.21871611655662,0.219097680360993,"1.B.2","CH4"
"1602","AUT",1756.0081175,0.292860005022002,0.293154056728159,"1.B.2","CH4"
"1603","AZE",9530.597275,0.376163545880786,0.401056490654678,"1.B.2","CH4"
"1604","BDI",8.19613575,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1605","BEL",6491.50663,0.493046612161932,0.493846503233532,"1.B.2","CH4"
"1606","BFA",115.2030875,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1607","BGD",8284.3083025,0.756382107380058,1.04971491278372,"1.B.2","CH4"
"1608","BGR",243.018147,0.399792051128243,0.405590143079632,"1.B.2","CH4"
"1609","BHR",5103.267945,0.818564526471995,1.57273425493214,"1.B.2","CH4"
"1610","BHS",2.253543875,1.10506992959069,4.71733699374761,"1.B.2","CH4"
"1611","BIH",32.480031,0.615431534350788,0.88421117184169,"1.B.2","CH4"
"1612","BLR",435.287247,0.280856181468282,0.282764070384139,"1.B.2","CH4"
"1613","BLZ",0.3302369,1.10506992141022,4.71733228093331,"1.B.2","CH4"
"1614","BMU",0.320716225,1.10506990442012,4.71733346363881,"1.B.2","CH4"
"1615","BOL",7445.887070043,0.743388377978162,1.49262165534124,"1.B.2","CH4"
"1616","BRA",21837.05502395,0.832668914066474,3.66405329911804,"1.B.2","CH4"
"1617","BRB",23.29454855,0.713821291420011,2.02031480079165,"1.B.2","CH4"
"1618","BRN",4797.61090025,0.790663359425087,1.42543872342441,"1.B.2","CH4"
"1619","BTN",3.064496335,1.11976899617324,7.79986339422585,"1.B.2","CH4"
"1620","CAF",16.69512025,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1621","CAN",74923.9625275,0.309595570980842,0.310113895067259,"1.B.2","CH4"
"1622","CHE",586.75419,0.407191389222074,0.407380383381886,"1.B.2","CH4"
"1623","CHL",1246.7727837,0.619807158514866,3.15683545199334,"1.B.2","CH4"
"1624","CHN",79238.526125,0.774027062400294,2.21890407694854,"1.B.2","CH4"
"1625","CIV",1107.53307,0.784902523221275,1.50308491207176,"1.B.2","CH4"
"1626","CMR",13498.654835,0.782550889919894,0.919431029693283,"1.B.2","CH4"
"1627","COD",1447.27256875,0.786361405752705,1.08790298415757,"1.B.2","CH4"
"1628","COG",6768.23739125,0.809373824354993,1.54323317130054,"1.B.2","CH4"
"1629","COK",0.5493723,1.11976899722029,7.79986342793899,"1.B.2","CH4"
"1630","COL",9508.78032375,0.845497871005991,3.26857862345233,"1.B.2","CH4"
"1631","COM",7.284851,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1632","CPV",34.13655625,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1633","CUB",835.518174175,0.841083004665308,2.20999152118363,"1.B.2","CH4"
"1634","CYM",0.37106525,1.10506993319341,4.71733041741056,"1.B.2","CH4"
"1635","CYP",0.04625,0.509901951359279,0.509901951359279,"1.B.2","CH4"
"1636","CZE",1317.355265,0.286336639215158,0.286698019733883,"1.B.2","CH4"
"1637","DEU",4996.3484225,0.244161884962108,0.246483543175889,"1.B.2","CH4"
"1638","DJI",33.75008,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1639","DMA",0.091356345,1.10506991847275,4.71732992353354,"1.B.2","CH4"
"1640","DNK",874.4906375,0.204347344960401,0.207617717790751,"1.B.2","CH4"
"1641","DOM",9.7427445,0.807666025748192,2.80791160595588,"1.B.2","CH4"
"1642","DZA",59855.5048625,0.776448613407435,1.50939514204103,"1.B.2","CH4"
"1643","ECU",10045.65185,0.825263524374886,1.83824107309001,"1.B.2","CH4"
"1644","EGY",22436.25015675,0.782694562854408,1.6760022239896,"1.B.2","CH4"
"1645","ESH",9.851048,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1646","ESP",1466.2621,0.302794238578175,0.303582901531104,"1.B.2","CH4"
"1647","EST",151.4489225,0.277925656046362,0.277925656046362,"1.B.2","CH4"
"1648","ETH",0.30125,1.11781183623108,1.11781183623108,"1.B.2","CH4"
"1649","FIN",7327.3931725,0.409396886652208,0.409880312493919,"1.B.2","CH4"
"1650","FJI",15.658075583,1.11976899662896,7.7998635291026,"1.B.2","CH4"
"1651","FLK",0.02833174,1.10506994160616,4.71733329841524,"1.B.2","CH4"
"1652","FRA",3982.370625,0.280569928747092,0.281541584575395,"1.B.2","CH4"
"1653","GAB",7351.9551535,0.79815396941854,1.46331080559225,"1.B.2","CH4"
"1654","GBR",6023.00615,0.196791080027741,0.198249919710412,"1.B.2","CH4"
"1655","GEO",286.2955515,0.747015303982613,1.08067912188519,"1.B.2","CH4"
"1656","GHA",3363.5684265,0.798707119772952,1.50839070307433,"1.B.2","CH4"
"1657","GIN",235.8402175,0.705140563836146,6.14055014004995,"1.B.2","CH4"
"1658","GLP",1.606877125,1.10506991480413,4.71733122698524,"1.B.2","CH4"
"1659","GMB",19.48312625,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1660","GNB",14.350632,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1661","GNQ",3597.401855,0.781539718065015,0.835828607760052,"1.B.2","CH4"
"1662","GRC",2091.4944225,0.326454130933686,0.33148298336343,"1.B.2","CH4"
"1663","GRD",0.210502975,1.10506994347244,4.71733369647661,"1.B.2","CH4"
"1664","GTM",31.0942075,1.08720233083984,7.64859293759388,"1.B.2","CH4"
"1665","GUF",0.520888875,1.10506991453272,4.71732787608367,"1.B.2","CH4"
"1666","GUY",1.230579825,1.10506993057087,4.71733649830759,"1.B.2","CH4"
"1667","HKG",62.6978625,0.316723742114059,0.316723742114059,"1.B.2","CH4"
"1668","HND",1.0933625,0.53851648071345,3.18425445583586,"1.B.2","CH4"
"1669","HRV",1186.01457975,0.429514951143676,0.546394008200457,"1.B.2","CH4"
"1670","HUN",1648.8175275,0.347942516362831,0.348868251184355,"1.B.2","CH4"
"1671","IDN",37324.695167275,0.777254609034075,1.437957004006,"1.B.2","CH4"
"1672","IND",17294.26358,0.788792009083557,2.34907728486698,"1.B.2","CH4"
"1673","IRL",2011.18796,0.413485581527214,0.476785495329775,"1.B.2","CH4"
"1674","IRN",124342.5885,0.767359556549366,1.39189137870749,"1.B.2","CH4"
"1675","IRQ",59739.1727425,0.82529491969808,1.95141776477156,"1.B.2","CH4"
"1676","ISR",3094.08379,0.773262499967991,0.962619861995466,"1.B.2","CH4"
"1677","ITA",4870.677375,0.280163654638388,0.282615530959621,"1.B.2","CH4"
"1678","JAM",7.999698,1.08359116521217,1.11809553668577,"1.B.2","CH4"
"1679","JOR",142.060405,0.631874494584512,3.29614622849595,"1.B.2","CH4"
"1680","JPN",1522.767965,0.259589217674275,0.263699202706376,"1.B.2","CH4"
"1681","KAZ",47626.4602075,0.458665537030308,0.4751161164685,"1.B.2","CH4"
"1682","KEN",4.56689025,1.08404545326591,1.11986197076903,"1.B.2","CH4"
"1683","KGZ",93.3877755,0.683726373285258,0.962940390215332,"1.B.2","CH4"
"1684","KIR",0.413527275,1.11976905452261,7.79986435207283,"1.B.2","CH4"
"1685","KNA",0.178742543,1.10506992767164,4.71733558826454,"1.B.2","CH4"
"1686","KOR",2153.936205,0.337030926967489,0.392091831269647,"1.B.2","CH4"
"1687","KWT",20033.584565,0.914322503765734,3.72914317242226,"1.B.2","CH4"
"1688","LAO",3.464033585,1.11976899575239,7.79986324092491,"1.B.2","CH4"
"1689","LBN",14.08225,0.447213595499958,5.00399840127872,"1.B.2","CH4"
"1690","LBR",36.56472375,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1691","LBY",11267.9950125,0.787536632599414,1.82730796056908,"1.B.2","CH4"
"1692","LCA",0.272895475,1.10506992488026,4.71732875757331,"1.B.2","CH4"
"1693","LKA",11.337328,1.0849553977732,1.11324696276436,"1.B.2","CH4"
"1694","LSO",26.81939,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1695","LTU",546.4172425,0.540297495726187,0.744033893321164,"1.B.2","CH4"
"1696","LUX",40.233475,0.265206506249432,0.265206506249432,"1.B.2","CH4"
"1697","LVA",311.999895,0.53465076535137,0.712670880696301,"1.B.2","CH4"
"1698","MAC",12.751420978,1.11976899698746,7.799863620157,"1.B.2","CH4"
"1699","MAR",210.95923925,0.550229157918525,4.12835782800623,"1.B.2","CH4"
"1700","MDA",335.0480387,0.754864304922671,1.09537935841143,"1.B.2","CH4"
"1701","MDG",84.9225,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1702","MDV",11.365490225,1.1197689933967,7.79986244383691,"1.B.2","CH4"
"1703","MEX",33892.3164525,0.433657597348574,0.465681877196927,"1.B.2","CH4"
"1704","MKD",47.001886111,0.755081891696732,1.09636129462244,"1.B.2","CH4"
"1705","MLI",10.8621585,1.1200718771715,7.9389986579457,"1.B.2","CH4"
"1706","MLT",0.04625,0.509901951359279,0.509901951359279,"1.B.2","CH4"
"1707","MMR",6198.88539225,0.743306837030327,1.25483161753297,"1.B.2","CH4"
"1708","MNG",65.9525,1.09673419800249,7.80544753728484,"1.B.2","CH4"
"1709","MOZ",1668.3975,0.742666324687627,1.20724931253253,"1.B.2","CH4"
"1710","MRT",167.872795,0.963695657516766,4.6881798646911,"1.B.2","CH4"
"1711","MSR",0.040918638,1.10506989121154,4.7173267030737,"1.B.2","CH4"
"1712","MTQ",1.73910775,1.10506993441567,4.71733598045749,"1.B.2","CH4"
"1713","MWI",38.85795,1.12042323727863,8.00275577535639,"1.B.2","CH4"
"1714","MYS",34992.3806825,0.782616547062444,1.2811627027439,"1.B.2","CH4"
"1715","NCL",18.374973785,1.11976899767276,7.79986384548248,"1.B.2","CH4"
"1716","NER",43.89763,1.11549699193648,7.24218271829116,"1.B.2","CH4"
"1717","NGA",65674.36787925,0.800645650050572,1.44618683825908,"1.B.2","CH4"
"1718","NIC",4.67147775,1.08060957915391,1.12544277557558,"1.B.2","CH4"
"1719","NLD",4068.898635,0.227059251655467,0.228663201647516,"1.B.2","CH4"
"1720","NOR",15832.709875,0.311072793802387,0.311429116644342,"1.B.2","CH4"
