"","country","emi","rel.unc.min","rel.unc.max","sector","L1"
"107","LAO",371.8572,0.0952940726072777,0.0952940726072777,"1.A.1","CO2"
"108","LBN",12919.2,0.0755888216452368,0.0755888216452368,"1.A.1","CO2"
"109","LBR",219.0337,0.0756900062832442,0.0756900062832442,"1.A.1","CO2"
"110","LBY",25414.732,0.0642886629440028,0.0642885586649549,"1.A.1","CO2"
"111","LCA",179.87187,0.072224961775815,0.072224961775815,"1.A.1","CO2"
"112","LKA",6810.2137,0.0936847186476568,0.0936847186476568,"1.A.1","CO2"
"113","LSO",160.65459,0.0756899899749102,0.0756899899749102,"1.A.1","CO2"
"114","LTU",3222.9919,0.0593718993307877,0.0695648401789395,"1.A.1","CO2"
"115","LUX",481.649165,0.0596580159190669,0.0743386321363833,"1.A.1","CO2"
"116","LVA",1856.36422,0.0581532929661537,0.0621979677993285,"1.A.1","CO2"
"117","MAC",305.42574,0.0717166418158932,0.0717166418158932,"1.A.1","CO2"
"118","MAR",22276.773634,0.0961923972583608,0.0961923972583608,"1.A.1","CO2"
"119","MDA",3622.7161,0.0589487059078055,0.0630511852103653,"1.A.1","CO2"
"120","MDG",1715.8573,0.0878544777323556,0.0878544777323556,"1.A.1","CO2"
"121","MDV",270.7622,0.0721025575259314,0.0721025575259314,"1.A.1","CO2"
"122","MEX",193575.420446,0.0357154452562867,0.0382495725270985,"1.A.1","CO2"
"123","MKD",4032.3881,0.103300031753967,0.137328025624137,"1.A.1","CO2"
"124","MLI",85.117716,0.0753024991799894,0.0753024991799894,"1.A.1","CO2"
"125","MLT",849.43216,0.0517170386826451,0.0493647005006022,"1.A.1","CO2"
"126","MMR",5688.35332,0.0975512321463924,0.0975516592153709,"1.A.1","CO2"
"127","MNG",11781.5275,0.118500181557517,0.118500181557517,"1.A.1","CO2"
"128","MOZ",1321.5849,0.098436616809579,0.098436616809579,"1.A.1","CO2"
"129","MRT",547.43085,0.0752463380134322,0.0752463380134322,"1.A.1","CO2"
"130","MTQ",1146.283,0.0722249545450454,0.0722249545450454,"1.A.1","CO2"
"131","MUS",2391.3999,0.0896026960424075,0.0896026960424075,"1.A.1","CO2"
"132","MWI",461.8272,0.0710018446032566,0.0710018446032566,"1.A.1","CO2"
"133","MYS",123524.3153,0.079096661843166,0.079096661843166,"1.A.1","CO2"
"134","NAM",38.91551,0.0826592245379535,0.0826592245379535,"1.A.1","CO2"
"135","NCL",1171.37596,0.0802731260441535,0.0802731260441535,"1.A.1","CO2"
"136","NER",524.3383,0.0938898089598801,0.0938898089598801,"1.A.1","CO2"
"137","NGA",24216.9475,0.104501759210381,0.104501578122304,"1.A.1","CO2"
"138","NIC",1688.25233,0.0960436109860367,0.0960436109860367,"1.A.1","CO2"
"139","NLD",73057.07610657,0.0488978587066678,0.0491822355283706,"1.A.1","CO2"
"140","NOR",14292.6222,0.0473645937345807,0.0533390415495547,"1.A.1","CO2"
"141","NZL",7147.443115,0.0494470328464293,0.0561773830531627,"1.A.1","CO2"
"142","OMN",24244.4268,0.101921833097428,0.101921833097428,"1.A.1","CO2"
"143","PAK",47003.2465,0.0704250219212819,0.0704246314871909,"1.A.1","CO2"
"144","PAN",3222.8409,0.0763014441305093,0.0763014441305093,"1.A.1","CO2"
"145","PER",15660.9507,0.0925383347225569,0.0925378264804864,"1.A.1","CO2"
"146","PHL",51881.65508,0.07649062167375,0.07649062167375,"1.A.1","CO2"
"147","PLW",396.7736,0.0721025443894725,0.0721025443894725,"1.A.1","CO2"
